freq_low_mhz,freq_high_mhz,country_code,region,service,status,application,typical_devices,modulation,power_limit,channel_spacing_khz,regulatory_ref,notes,verified,verification_status
703,733,RU,ITU Region 1,MOBILE (planned LTE/5G Band 28 Uplink),Allocated,Band 28 identified for IMT but not yet widely deployed. Spectrum held by RTRS (Russian Television and Radio Broadcasting Network) for DTT. GSMA/MNOs lobbying for release.,Not yet deployed; future devices TBD,OFDMA (planned),TBD per Roskomnadzor/SCRF license,5000,SCRF (State Commission for Radio Frequencies) Decision; GSMA 700 MHz roadmap; ITU WRC-15 Resolution 233,Russia has identified 694-790 MHz for IMT (WRC-15) but DTT clearance has not been completed. Military and DTT incumbents remain. Expected post-2025 deployment.,True,
704,716,US,ITU Region 2,MOBILE (LTE Band 17 Uplink),Allocated,3GPP Band 17 FDD uplink (paired with 734-746 MHz DL); subset of Band 12. Primarily AT&T. Band 17 was created as a subset to avoid interference with adjacent public safety spectrum.,"iPhone 5-16, Samsung Galaxy S4-S25, older AT&T LTE devices",OFDMA (LTE SC-FDMA UL),UE max 23 dBm; eNB per FCC license,5000,FCC 47 CFR Part 27; 3GPP TS 36.101 Band 17,"Band 17 is a legacy subset of Band 12, created for AT&T. Modern devices support full Band 12 which encompasses Band 17. AT&T has since refarmed to Band 12/14.",True,
729,746,US,ITU Region 2,MOBILE (LTE Band 12 Downlink),Allocated,3GPP Band 12 FDD downlink (paired with 699-716 MHz UL); T-Mobile primary holder. Also includes Band 17 DL (734-746).,"iPhone 12-16, Samsung Galaxy S21-S25, Google Pixel 7-9, T-Mobile 5G Home Internet",OFDMA (LTE OFDM DL),eNB per FCC license; typical 46 dBm EIRP,5000,FCC 47 CFR Part 27 Subpart H; 3GPP TS 36.101 Band 12,Band 12 downlink. T-Mobile uses this as a primary low-band LTE coverage layer. Good building penetration.,True,
733,758,FR,ITU Region 1 (EU),MOBILE (Duplex Gap / SDL Band 67),Secondary,700 MHz duplex gap. 738-758 MHz identified for Supplementary Downlink (SDL) Band 67 by 3GPP. Not yet deployed in France. Guard band otherwise.,No commercial devices deployed for Band 67 SDL in FR,"OFDM (SDL downlink only, if deployed)",N/A (not deployed),,ECC Decision (15)01; 3GPP TS 36.101 Band 67 (SDL),The 733-758 MHz duplex gap between Band 28 UL and DL is partly identified for SDL use (738-758 MHz as Band 67). No EU country has commercially deployed SDL here as of 2025. [FACTCHECK CORRECTION: ECC Decision (14)02 covers 800 MHz duplex gap. Correct ref for 700 MHz band plan is ECC Decision (15)01.],True,
733,758,DE,ITU Region 1 (EU),MOBILE (Duplex Gap / SDL Band 67),Secondary,700 MHz duplex gap. SDL Band 67 identified but not deployed.,N/A,N/A,N/A,,ECC Decision (15)01; BNetzA NFAP,Guard band / duplex gap. SDL Band 67 (738-758 MHz) identified by 3GPP but no deployment in Germany. [FACTCHECK CORRECTION: ECC Decision (14)02 covers 800 MHz duplex gap. Correct ref for 700 MHz band plan is ECC Decision (15)01.],True,
733,758,UK,ITU Region 1,MOBILE (Duplex Gap / SDL Band 67),Secondary,700 MHz duplex gap. SDL Band 67 identified but not deployed.,N/A,N/A,N/A,,Ofcom UKFAT; ECC Decision (15)01,Guard band / duplex gap. Ofcom has considered SDL in the duplex gap but no commercial deployment. [FACTCHECK CORRECTION: ECC Decision (14)02 covers 800 MHz duplex gap. Correct ref for 700 MHz band plan is ECC Decision (15)01.],True,
733,758,IT,ITU Region 1 (EU),MOBILE (Duplex Gap / SDL Band 67),Secondary,700 MHz duplex gap. Not deployed.,N/A,N/A,N/A,,ECC Decision (15)01; MIMIT Piano Nazionale Frequenze,"Duplex gap, no SDL deployment in Italy. [FACTCHECK CORRECTION: ECC Decision (14)02 covers 800 MHz duplex gap. Correct ref for 700 MHz band plan is ECC Decision (15)01.]",True,
733,758,ES,ITU Region 1 (EU),MOBILE (Duplex Gap / SDL Band 67),Secondary,700 MHz duplex gap. Not deployed.,N/A,N/A,N/A,,ECC Decision (15)01; CNAF,"Duplex gap, no SDL deployment in Spain. [FACTCHECK CORRECTION: ECC Decision (14)02 covers 800 MHz duplex gap. Correct ref for 700 MHz band plan is ECC Decision (15)01.]",True,
733,758,CH,ITU Region 1 (CEPT),MOBILE (Duplex Gap / SDL Band 67),Secondary,700 MHz duplex gap. Not deployed.,N/A,N/A,N/A,,ECC Decision (15)01; BAKOM NFAP,"Duplex gap, no SDL deployment in Switzerland. [FACTCHECK CORRECTION: ECC Decision (14)02 covers 800 MHz duplex gap. Correct ref for 700 MHz band plan is ECC Decision (15)01.]",True,
733,758,CN,ITU Region 3,MOBILE (Duplex Gap),Secondary,Duplex gap for Band 28. Not allocated for additional services in China.,N/A,N/A,N/A,,MIIT Radio Regulations,Guard band between Band n28 UL and DL in China.,True,
733,758,RU,ITU Region 1,BROADCASTING (DTT) / Guard,Allocated,Still used for DTT (RTRS multiplex) in Russia. Not cleared for mobile.,"DVB-T2 receivers, set-top boxes",DVB-T2 COFDM,DTT transmitter power per RTRS license,8000,SCRF Table of Frequency Allocations; RTRS DTT plan,Russia has not cleared 700 MHz from DTT. This segment remains broadcast in most regions.,True,
746,756,US,ITU Region 2,MOBILE (LTE Band 13 Uplink),Allocated,3GPP Band 13 FDD uplink (paired with 777-787 MHz DL); Verizon Wireless primary licensee. Upper 700 MHz C Block.,"iPhone 12-16, Samsung Galaxy S21-S25, Google Pixel 7-9, Verizon Jetpack MiFi 8800L",OFDMA (LTE SC-FDMA UL),UE max 23 dBm; eNB per FCC license,10000,FCC 47 CFR Part 27 Subpart I; FCC 08-4 (Upper 700 MHz C Block rules); 3GPP TS 36.101 Band 13,Band 13 is Verizon's foundational LTE band. The Upper 700 MHz C Block comes with open-access requirements (FCC 08-4). Verizon deploys 10 MHz FDD nationwide.,True,
758,768,US,ITU Region 2,MOBILE (LTE Band 14 Uplink / FirstNet),Allocated,3GPP Band 14 FDD uplink (paired with 788-798 MHz DL); FirstNet (First Responder Network Authority) public safety broadband. Operated by AT&T under 25-year contract.,"FirstNet-capable devices: Samsung Galaxy XCover6 Pro, Sonim XP8, iPhone 12-16 (FirstNet-certified), FirstNet-ready Cradlepoint routers",OFDMA (LTE SC-FDMA UL; 5G NR planned),UE max 23 dBm; eNB per FirstNet/AT&T license,10000,Middle Class Tax Relief and Job Creation Act of 2012 (Public Law 112-96); FCC 47 CFR Part 27; 3GPP TS 36.101 Band 14,Band 14 is exclusively for FirstNet public safety. AT&T operates the network and can share capacity with commercial users when not needed by first responders. Preemption and priority for public safety users.,True,
758,788,FR,ITU Region 1 (EU),MOBILE (LTE/5G NR Band 28 Downlink),Allocated,"3GPP Band 28 FDD downlink (paired with 703-733 MHz UL). Operators: Free Mobile 2x10 MHz, Orange 2x10 MHz, SFR 2x5 MHz, Bouygues 2x5 MHz.","iPhone 12-16, Samsung Galaxy S21-S25, Google Pixel 8/9",OFDM (LTE DL; 5G NR DL CP-OFDM),BTS typical 43-46 dBm per sector; per ARCEP license,5000,ARCEP Decision 2015-1583; 3GPP TS 36.101 Band 28; TS 38.101-1 Band n28,"Downlink pair of the 700 MHz Band 28 allocation in France. Deployed nationwide for LTE coverage, increasingly refarmed to 5G NR n28.",True,
758,788,DE,ITU Region 1 (EU),MOBILE (LTE/5G NR Band 28 Downlink),Allocated,"3GPP Band 28 FDD downlink. Operators: Telekom 2x10 MHz, Vodafone 2x10 MHz, Telefonica O2 2x10 MHz.","iPhone 12-16, Samsung Galaxy S21-S25, Google Pixel 8/9",OFDM (LTE/5G NR DL),BTS per BNetzA license; typical 43-46 dBm,5000,BNetzA Frequenzzuteilungsurkunde 2015; 3GPP Band 28/n28,Downlink pair in Germany. Key rural coverage band.,True,
758,788,UK,ITU Region 1,MOBILE (LTE/5G NR Band 28 Downlink),Allocated,"3GPP Band 28 FDD downlink. Operators: EE 2x10 MHz, Three 2x10 MHz, O2/VMO2 2x10 MHz.","iPhone 12-16, Samsung Galaxy S21-S25, Google Pixel 8/9",OFDM (LTE/5G NR DL),BTS per Ofcom license,5000,Ofcom 700 MHz & 3.6 GHz Award 2021; 3GPP Band 28/n28,Downlink pair in UK. Deployed for 5G NR coverage layer by EE and Three.,True,
758,788,IT,ITU Region 1 (EU),MOBILE (LTE/5G NR Band 28 Downlink),Allocated,"3GPP Band 28 FDD downlink. Operators: TIM 2x10 MHz, Vodafone 2x5 MHz, Wind Tre 2x5 MHz, Iliad 2x10 MHz.","iPhone 12-16, Samsung Galaxy S21-S25, Google Pixel 8/9",OFDM (LTE/5G NR DL),BTS per AGCOM license,5000,AGCOM Delibera 231/18/CONS; 3GPP Band 28/n28,Downlink pair in Italy.,True,
758,788,ES,ITU Region 1 (EU),MOBILE (LTE/5G NR Band 28 Downlink),Allocated,"3GPP Band 28 FDD downlink. Operators: Movistar 2x10 MHz, Orange 2x10 MHz, Vodafone 2x10 MHz.","iPhone 12-16, Samsung Galaxy S21-S25, Google Pixel 8/9",OFDM (LTE/5G NR DL),BTS per SETSI license,5000,CNAF UN-128; 3GPP Band 28/n28,Downlink pair in Spain.,True,
758,788,CH,ITU Region 1 (CEPT),MOBILE (LTE/5G NR Band 28 Downlink),Allocated,"3GPP Band 28 FDD downlink. Operators: Swisscom 2x10 MHz, Sunrise 2x10 MHz, Salt 2x10 MHz.","iPhone 12-16, Samsung Galaxy S21-S25, Google Pixel 8/9",OFDM (LTE/5G NR DL),BTS per ComCom license; NISV limits apply,5000,ComCom auction Feb 2019; BAKOM NFAP; 3GPP Band 28/n28,Downlink pair in Switzerland. NISV radiation limits are stricter than ICNIRP.,True,
758,788,CN,ITU Region 3,MOBILE (5G NR Band n28 Downlink),Allocated,"3GPP Band n28 FDD downlink. China Broadnet (CBN) 5G, joint network with China Mobile.","Huawei Mate 60 Pro, Xiaomi 14, OPPO Find X7",OFDM (5G NR CP-OFDM DL),BTS per MIIT license,5000,MIIT allocation 2020; 3GPP TS 38.101-1 Band n28,Downlink pair for CBN 5G in China. Provides excellent indoor penetration and wide-area coverage.,True,
758,788,RU,ITU Region 1,BROADCASTING (DTT) / MOBILE (planned),Allocated,Still used for DTT in Russia. Band 28 DL planned but DTT clearance incomplete.,DVB-T2 receivers (current); future LTE/5G devices,DVB-T2 COFDM (current),DTT per RTRS license,8000,SCRF Table; RTRS DTT plan; ITU WRC-15,Russia has not yet cleared this band for mobile services. DTT and military users remain.,True,
777,787,US,ITU Region 2,MOBILE (LTE Band 13 Downlink),Allocated,3GPP Band 13 FDD downlink (paired with 746-756 MHz UL); Verizon Wireless. Upper 700 MHz C Block.,"iPhone 12-16, Samsung Galaxy S21-S25, Google Pixel 7-9",OFDM (LTE DL),eNB per FCC license; typical 46 dBm EIRP,10000,FCC 47 CFR Part 27 Subpart I; 3GPP TS 36.101 Band 13,Verizon's primary LTE coverage band downlink. 10 MHz channel nationwide. Open-access requirements apply.,True,
788,798,US,ITU Region 2,MOBILE (LTE Band 14 Downlink / FirstNet),Allocated,3GPP Band 14 FDD downlink (paired with 758-768 MHz UL); FirstNet public safety broadband operated by AT&T.,"FirstNet devices: Samsung Galaxy XCover6 Pro, Sonim XP8, iPhone 12-16 (FirstNet), Cradlepoint IBR1700",OFDM (LTE DL),eNB per FirstNet/AT&T license,10000,Public Law 112-96; FCC 47 CFR Part 27; 3GPP Band 14,FirstNet downlink. AT&T operates for public safety with preemption capabilities.,True,
791,821,FR,ITU Region 1 (EU),MOBILE (LTE Band 20 Downlink),Allocated,"3GPP Band 20 FDD downlink (paired with 832-862 MHz UL); Digital Dividend 1. Operators: Orange 2x10 MHz, SFR 2x10 MHz, Bouygues 2x10 MHz, Free Mobile (no 800 MHz). Auctioned January 2012 by ARCEP.","iPhone 5-16, Samsung Galaxy S3-S25, Google Pixel all, Huawei P-series, all EU LTE smartphones",OFDM (LTE DL),BTS per ARCEP license; coordination with adjacent countries required near borders,5000,ARCEP Decision 2012-0037; EU Decision 2010/267/EU (Digital Dividend); ECC Decision (09)03; 3GPP TS 36.101 Band 20,France's Digital Dividend from analog TV switchoff. Free Mobile did not win 800 MHz spectrum. Band 20 is the primary LTE coverage band across EU for indoor/rural reach.,True,
791,821,DE,ITU Region 1 (EU),MOBILE (LTE Band 20 Downlink),Allocated,"3GPP Band 20 FDD downlink; Digital Dividend 1. Operators: Telekom 2x10 MHz, Vodafone 2x10 MHz, O2 (Telefonica) 2x10 MHz. Auctioned May 2010 by BNetzA ('Digitale Dividende').","iPhone 5-16, Samsung Galaxy S3-S25, all EU LTE smartphones",OFDM (LTE DL),BTS per BNetzA license; border coordination with neighbouring countries,5000,BNetzA auction 2010 (Frequenzauktion Digitale Dividende); EU Decision 2010/267/EU; 3GPP Band 20,Germany was the first EU country to auction 800 MHz Digital Dividend in 2010. Operators had coverage obligations for rural areas ('white spots').,True,
791,821,UK,ITU Region 1,MOBILE (LTE Band 20 Downlink),Allocated,"3GPP Band 20 FDD downlink; Digital Dividend 1. Operators: EE 2x5 MHz, Three (H3G) 2x5 MHz, O2 (Telefonica) 2x10 MHz, Vodafone 2x10 MHz. Auctioned February 2013 by Ofcom.","iPhone 5-16, Samsung Galaxy S3-S25, all UK LTE smartphones",OFDM (LTE DL),BTS per Ofcom license,5000,Ofcom Statement '4G auction' Feb 2013; UK SI 2012 No. 2817; EU Decision 2010/267/EU; 3GPP Band 20,UK auctioned 800 MHz alongside 2.6 GHz in 2013. Coverage obligation on one 800 MHz licensee (O2 won with indoor coverage commitment for 98% premises).,True,
791,821,IT,ITU Region 1 (EU),MOBILE (LTE Band 20 Downlink),Allocated,"3GPP Band 20 FDD downlink; Digital Dividend 1. Operators: TIM 2x10 MHz, Vodafone 2x10 MHz, Wind Tre 2x10 MHz. Auctioned September 2011 by MISE.","iPhone 5-16, Samsung Galaxy S3-S25, all EU LTE smartphones",OFDM (LTE DL),BTS per AGCOM license,5000,AGCOM/MISE auction 2011; EU Decision 2010/267/EU; 3GPP Band 20,Italy auctioned 800 MHz in 2011. Band 20 is critical for indoor and rural LTE coverage.,True,
791,821,ES,ITU Region 1 (EU),MOBILE (LTE Band 20 Downlink),Allocated,"3GPP Band 20 FDD downlink; Digital Dividend 1. Operators: Movistar 2x10 MHz, Orange 2x10 MHz, Vodafone 2x10 MHz. Auctioned July 2011 by SETSI.","iPhone 5-16, Samsung Galaxy S3-S25, all EU LTE smartphones",OFDM (LTE DL),BTS per SETSI/CNMC license,5000,CNAF UN-89; Real Decreto 458/2011; EU Decision 2010/267/EU; 3GPP Band 20,Spain auctioned 800 MHz in 2011. Key rural LTE band.,True,
791,821,CH,ITU Region 1 (CEPT),MOBILE (LTE Band 20 Downlink),Allocated,"3GPP Band 20 FDD downlink. Operators: Swisscom 2x10 MHz, Sunrise 2x10 MHz, Salt 2x10 MHz. Auctioned February 2012 by ComCom.","iPhone 5-16, Samsung Galaxy S3-S25, all EU-band LTE smartphones",OFDM (LTE DL),BTS per ComCom license; NISV limits,5000,ComCom auction 2012; BAKOM NFAP; ECC Decision (09)03; 3GPP Band 20,Switzerland follows EU Digital Dividend plan for 800 MHz. NISV radiation limits constrain site density.,True,
791,821,RU,ITU Region 1,MOBILE (LTE Band 20 Downlink),Allocated,"3GPP Band 20 FDD downlink. Operators: MTS 2x7.5 MHz, MegaFon 2x7.5 MHz, Beeline (VimpelCom) 2x7.5 MHz, Tele2 (T2 Mobile) 2x7.5 MHz. Licensed by Roskomnadzor ~2012-2013.","Samsung Galaxy S series, Xiaomi, Huawei (Russian market variants), Apple iPhone 5+",OFDM (LTE DL),BTS per Roskomnadzor license,5000,Roskomnadzor/SCRF Decision; GRFC licenses; 3GPP Band 20,Russia deployed Band 20 LTE from ~2013. All four major operators hold 800 MHz spectrum. Important for coverage outside major cities.,True,
791,821,US,ITU Region 2,N/A (not Band 20),Allocated,"US does NOT use the EU 800 MHz Band 20 plan. This range in the US falls within the Upper 700 MHz band (partly Band 13 DL, Band 14 DL, and public safety narrowband). Different channelization.",N/A — see US 700 MHz bands (12/13/14/17),N/A,N/A,,FCC 47 CFR Part 27; US 700 MHz band plan,"IMPORTANT: The US does NOT have Band 20. The 791-862 MHz range in the US is occupied by different services (UHF TV channels, 700 MHz upper bands). Do not confuse EU Band 20 with US allocations.",True,
791,821,CN,ITU Region 3,N/A (not Band 20),Allocated,China does NOT use the EU 800 MHz Band 20 plan. This range is used for DTT and other services under MIIT regulation.,"DVB-T receivers, DTMB receivers (Chinese digital TV standard)",DTMB (Chinese DVB equivalent),Per MIIT broadcast license,8000,MIIT Radio Regulations; GB/T 20600 (DTMB standard),China uses DTMB for digital TV in this range. No Band 20 LTE deployment.,True,
821,832,FR,ITU Region 1 (EU),PMSE / Guard Band,Shared,"800 MHz duplex gap. Wireless microphones (PMSE), in-ear monitors. Licensed/coordinated PMSE use. Guard band between Band 20 DL (791-821) and UL (832-862).","Sennheiser EW 100 G4 (Band E: 823-865 MHz), Sennheiser EW 300 G4, Shure QLXD (Band G50: 470-534 MHz — NOT this band), Sennheiser EW IEM G4","FM (analog wireless mics), digital modulation (Sennheiser Digital 6000/9000)",20 mW ERP (EU SRD); up to 50 mW with spectrum coordination per national authority,200,ECC Decision (09)03 Annex 3; ETSI EN 300 422; ARCEP Decision PMSE; ECC REC 25-10,The 821-832 MHz guard band is used across EU for PMSE (Programme Making and Special Events). Sennheiser EW G4 'Band E' covers 823-865 MHz and is popular in this range. Power limit of 20 mW for licence-exempt use.,True,
821,832,DE,ITU Region 1 (EU),PMSE / Guard Band,Shared,800 MHz duplex gap. Wireless microphones (PMSE) and IEM. BNetzA Allgemeinzuteilung for PMSE.,"Sennheiser EW 100 G4 (Band E), Sennheiser EW 300 G4-865, Shure PSM 300 (Band S8: 823-832 MHz)","FM (analog), proprietary digital",20 mW ERP licence-exempt; up to 50 mW with individual license from BNetzA,200,BNetzA Allgemeinzuteilung Vfg 40/2016 (PMSE); ECC Decision (09)03; ETSI EN 300 422,Germany allows licence-exempt PMSE in the duplex gap at 20 mW. Higher power requires individual licensing.,True,
821,832,UK,ITU Region 1,PMSE / Guard Band,Shared,800 MHz duplex gap. PMSE wireless microphones and IEM. Licence-exempt and shared-access licensing by Ofcom/JFMG.,"Sennheiser EW 100 G4 (Band E), Shure PSM 300, Audio-Technica 3000 series","FM (analog), digital",20 mW ERP licence-exempt; higher power via PMSE shared-access license (Ofcom/Arqiva),200,Ofcom IR 2030; Ofcom PMSE licensing; ECC Decision (09)03; ETSI EN 300 422,UK PMSE licensing managed by Arqiva on behalf of Ofcom. The duplex gap is critical for live events.,True,
821,832,IT,ITU Region 1 (EU),PMSE / Guard Band,Shared,800 MHz duplex gap. PMSE wireless microphones.,"Sennheiser EW 100 G4 (Band E), Shure PSM 300","FM (analog), digital",20 mW ERP licence-exempt,200,MIMIT Piano Nazionale Frequenze; ECC Decision (09)03; ETSI EN 300 422,Italy follows ECC harmonization for PMSE in the duplex gap.,True,
821,832,ES,ITU Region 1 (EU),PMSE / Guard Band,Shared,800 MHz duplex gap. PMSE wireless microphones.,"Sennheiser EW 100 G4 (Band E), Shure PSM 300","FM (analog), digital",20 mW ERP licence-exempt,200,CNAF; SETSI; ECC Decision (09)03; ETSI EN 300 422,Spain follows ECC harmonization for PMSE in the duplex gap.,True,
821,832,CH,ITU Region 1 (CEPT),PMSE / Guard Band,Shared,800 MHz duplex gap. PMSE wireless microphones.,"Sennheiser EW 100 G4 (Band E), Shure PSM 300","FM (analog), digital",20 mW ERP licence-exempt; higher power via BAKOM individual license,200,BAKOM NFAP; ECC Decision (09)03; ETSI EN 300 422,Switzerland follows CEPT harmonization for PMSE in the duplex gap.,True,
821,832,RU,ITU Region 1,MOBILE (LTE Band 20 guard) / PMSE,Shared,800 MHz duplex gap. Some PMSE use but less formalized than EU. Guard between Band 20 DL and UL.,"Sennheiser EW G4 (where imported), local PMSE equipment",FM (analog),Per SCRF regulations,200,SCRF Table of Frequency Allocations; Roskomnadzor,Russia's PMSE regulation in this band is less harmonized than CEPT. Usage exists but licensing framework differs.,True,
832,862,FR,ITU Region 1 (EU),MOBILE (LTE Band 20 Uplink),Allocated,"3GPP Band 20 FDD uplink (paired with 791-821 MHz DL). Operators: Orange 2x10 MHz, SFR 2x10 MHz, Bouygues 2x10 MHz.","iPhone 5-16, Samsung Galaxy S3-S25, all EU LTE smartphones",SC-FDMA (LTE UL),UE max 23 dBm (200 mW),5000,ARCEP Decision 2012-0037; EU Decision 2010/267/EU; 3GPP Band 20,Band 20 uplink in France. Free Mobile does not hold 800 MHz spectrum.,True,
832,862,DE,ITU Region 1 (EU),MOBILE (LTE Band 20 Uplink),Allocated,"3GPP Band 20 FDD uplink. Operators: Telekom, Vodafone, O2 each 2x10 MHz.","iPhone 5-16, Samsung Galaxy S3-S25, all EU LTE smartphones",SC-FDMA (LTE UL),UE max 23 dBm (200 mW),5000,BNetzA auction 2010; EU Decision 2010/267/EU; 3GPP Band 20,Band 20 uplink in Germany.,True,
832,862,UK,ITU Region 1,MOBILE (LTE Band 20 Uplink),Allocated,"3GPP Band 20 FDD uplink. Operators: EE 2x5 MHz, Three 2x5 MHz, O2 2x10 MHz, Vodafone 2x10 MHz.","iPhone 5-16, Samsung Galaxy S3-S25, all UK LTE smartphones",SC-FDMA (LTE UL),UE max 23 dBm (200 mW),5000,Ofcom 4G auction 2013; EU Decision 2010/267/EU; 3GPP Band 20,Band 20 uplink in UK.,True,
832,862,IT,ITU Region 1 (EU),MOBILE (LTE Band 20 Uplink),Allocated,"3GPP Band 20 FDD uplink. Operators: TIM, Vodafone, Wind Tre each 2x10 MHz.","iPhone 5-16, Samsung Galaxy S3-S25, all EU LTE smartphones",SC-FDMA (LTE UL),UE max 23 dBm (200 mW),5000,AGCOM/MISE auction 2011; EU Decision 2010/267/EU; 3GPP Band 20,Band 20 uplink in Italy.,True,
832,862,ES,ITU Region 1 (EU),MOBILE (LTE Band 20 Uplink),Allocated,"3GPP Band 20 FDD uplink. Operators: Movistar, Orange, Vodafone each 2x10 MHz.","iPhone 5-16, Samsung Galaxy S3-S25, all EU LTE smartphones",SC-FDMA (LTE UL),UE max 23 dBm (200 mW),5000,CNAF UN-89; EU Decision 2010/267/EU; 3GPP Band 20,Band 20 uplink in Spain.,True,
832,862,CH,ITU Region 1 (CEPT),MOBILE (LTE Band 20 Uplink),Allocated,"3GPP Band 20 FDD uplink. Operators: Swisscom, Sunrise, Salt each 2x10 MHz.","iPhone 5-16, Samsung Galaxy S3-S25, all EU-band LTE smartphones",SC-FDMA (LTE UL),UE max 23 dBm (200 mW),5000,ComCom auction 2012; BAKOM NFAP; 3GPP Band 20,Band 20 uplink in Switzerland.,True,
832,862,RU,ITU Region 1,MOBILE (LTE Band 20 Uplink),Allocated,"3GPP Band 20 FDD uplink. Operators: MTS, MegaFon, Beeline, Tele2 each 2x7.5 MHz.","Samsung Galaxy S series (RU variant), Xiaomi, Huawei, Apple iPhone 5+",SC-FDMA (LTE UL),UE max 23 dBm (200 mW),5000,Roskomnadzor/SCRF Decision; GRFC licenses; 3GPP Band 20,Band 20 uplink in Russia. All four major operators deployed.,True,
862,863,FR,ITU Region 1 (EU),SRD (Short Range Devices),Shared,"Non-specific SRDs. Low duty cycle applications: alarms, remote controls, telemetry.","Honeywell alarm sensors, Somfy garage door openers, generic 868 MHz remotes","FSK, OOK, ASK","25 mW ERP, 0.1% duty cycle",25,ETSI EN 300 220; ERC REC 70-03 Annex 1 Sub-band J; ARCEP Decision 2014-1263,This 1 MHz sub-band sits between Band 20 UL edge (862 MHz) and the main SRD band (863+). Very restricted duty cycle. NOT an ISM band (often mislabeled).,True,
862,863,DE,ITU Region 1 (EU),SRD (Short Range Devices),Shared,"Non-specific SRDs. Alarms, remote controls, telemetry.","Homematic IP sensors, ELV/eQ-3 smart home devices, generic 868 MHz remotes","FSK, OOK, ASK","25 mW ERP, 0.1% duty cycle",25,ETSI EN 300 220; ERC REC 70-03 Sub-band J; BNetzA Allgemeinzuteilung Vfg 30/2014,Germany follows ECC harmonization. BNetzA Allgemeinzuteilung provides general authorization.,True,
862,863,UK,ITU Region 1,SRD (Short Range Devices),Shared,Non-specific SRDs.,"Generic 868 MHz remotes, alarm sensors","FSK, OOK, ASK","25 mW ERP, 0.1% duty cycle",25,Ofcom IR 2030; ETSI EN 300 220; ERC REC 70-03 Sub-band J,UK follows CEPT harmonization for SRD in this sub-band even post-Brexit.,True,
862,863,IT,ITU Region 1 (EU),SRD (Short Range Devices),Shared,Non-specific SRDs.,"Generic 868 MHz remotes, alarm sensors","FSK, OOK, ASK","25 mW ERP, 0.1% duty cycle",25,ETSI EN 300 220; ERC REC 70-03; MIMIT Piano Nazionale Frequenze,Italy follows ECC harmonization.,True,
862,863,ES,ITU Region 1 (EU),SRD (Short Range Devices),Shared,Non-specific SRDs.,"Generic 868 MHz remotes, alarm sensors","FSK, OOK, ASK","25 mW ERP, 0.1% duty cycle",25,ETSI EN 300 220; ERC REC 70-03; CNAF nota UN-85,Spain follows ECC harmonization.,True,
862,863,CH,ITU Region 1 (CEPT),SRD (Short Range Devices),Shared,Non-specific SRDs.,"Generic 868 MHz remotes, alarm sensors","FSK, OOK, ASK","25 mW ERP, 0.1% duty cycle",25,ETSI EN 300 220; ERC REC 70-03; BAKOM NFAP,Switzerland follows CEPT harmonization.,True,
862,863,RU,ITU Region 1,SRD (Short Range Devices),Shared,SRDs under Russian regulation. Less harmonized than CEPT but similar applications.,"Local-market alarm sensors, remotes","FSK, OOK",25 mW ERP,25,SCRF Decision; Russian SRD regulations,Russia allows SRD use in 864-870 MHz (RU864 plan) but this lower segment (862-863) overlaps with Band 20 UL edge.,True,
862,870,US,ITU Region 2,N/A (not allocated for SRD/ISM in US),Allocated,"The US does NOT use 862-870 MHz for SRD/ISM/LoRaWAN. This range in the US is allocated to cellular (upper 800 MHz) and other services. US uses 902-928 MHz ISM band instead for LoRaWAN (US915 plan), Sigfox (902 MHz), and SRDs.","N/A for SRD; US LoRaWAN devices use 902-928 MHz (Semtech SX1276 US version, RAK WisGate US915)",N/A for this band in US,N/A,,FCC 47 CFR Part 15 (for 902-928 MHz ISM); Part 90 (for 800 MHz public safety/SMR),CRITICAL CORRECTION: US does NOT have LoRaWAN/Sigfox/SRD at 868 MHz. Any data showing US LoRaWAN at 868.1/868.3/868.5 MHz is WRONG. US uses 902-928 MHz ISM band (FCC Part 15.247).,True,
862,870,CN,ITU Region 3,N/A (not allocated for SRD/ISM/LoRaWAN in China),Allocated,China does NOT use 862-870 MHz for LoRaWAN/Sigfox/SRD. China uses 470-510 MHz for LoRaWAN (CN470 plan). This range in China is used for other radio services under MIIT regulation.,"N/A for SRD; CN LoRaWAN devices use 470-510 MHz (Semtech SX1276 CN version, RAK WisGate CN470)",N/A for this band in CN,N/A,,MIIT Radio Regulations; LoRa Alliance CN470 Regional Parameters,CRITICAL CORRECTION: China does NOT have LoRaWAN at 868 MHz. Any data showing CN LoRaWAN at 868.1/868.3/868.5 MHz is WRONG. China uses 470-510 MHz (CN470) for LoRaWAN and IoT.,True,
863,865,FR,ITU Region 1 (EU),SRD Sub-band K — Wireless Audio / SRDs,Shared,"Short Range Devices including wireless audio (headphones, baby monitors), remote controls, home automation sensors. 25 mW, 0.1% duty cycle.","Sennheiser RS 120-W (863-865 MHz wireless headphones), Sony WH-L600, Beyerdynamic Lagoon ANC, baby monitors (Philips Avent SCD843), ISM audio links","FM (analog audio), FSK, GFSK (digital audio)","25 mW ERP, 0.1% duty cycle",50,ETSI EN 300 220; ERC REC 70-03 Annex 1 Sub-band K; ARCEP Decision 2014-1263,Sub-band K (863-865 MHz). Popular for consumer wireless audio. Sennheiser RS series headphones operate here. NOT ISM band — this is an SRD band under ETSI/ECC regulation. Often mislabeled as ISM.,True,
